,id,name,street_address,price,cuisine,rating,latitude,longitude,price_mid,cuisine_cat,duplicate
3145,3145,Stuttgart Blackforest Boutique S-Cafe,"Rendezvous Hotel Gallery, 9 Bras Basah Road #01-01",$11 - $20,German,3.5,1.298583,103.849316,15.5,38,0
3146,3146,Su Korean Cuisine,"Far East Plaza, 14 Scotts Road #01-21",$11 - $20,Korean,3.5,1.307079,103.833146,15.5,2,0
3149,3149,Suanthai&#39;s Thai Cuisine - Foodfare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",$0 - $9,Thai,3.5,1.36926,103.849189,4.5,12,0
3150,3150,Subway,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-35",$0 - $9,American,4.0,1.36926,103.849189,4.5,16,0
3151,3151,Subway,"Junction 8 Shopping Centre, 9 Bishan Place #01-31",$0 - $9,American,3.5,1.350045,103.848304,4.5,16,0
3152,3152,Subway,"Bukit Gombak MRT, 802 Bukit Batok West Ave 5",$0 - $9,American,3.5,1.358991,103.752078,4.5,16,0
3153,3153,Subway,"Bukit Panjang Plaza, 1 Jelebu Road #01-38",$0 - $9,American,3.5,1.37956,103.764306,4.5,16,0
3154,3154,Subway,"Ngee Ann Polytechnic, Blk 51, 535 Clementi Road (Makan Place)",$0 - $9,American,3.5,1.33344,103.773862,4.5,16,0
3155,3155,Subway,"JCube, 2 Jurong East Central 1 #B1-K04",$0 - $9,American,3.5,1.333129,103.740221,4.5,16,0
3156,3156,Subway,"Chevron House, 30 Raffles Place #B1-05",$0 - $9,American,4.0,1.284173,103.851892,4.5,16,0
3157,3157,Subway,"Sentosa, 51 Imbiah Road",$0 - $9,American,3.5,1.25218,103.824175,4.5,16,0
3158,3158,Subway,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-57/58",$0 - $9,American,4.0,1.28643,103.827693,4.5,16,0
3159,3159,Subway,"HDB Hub, 450 Toa Payoh Lorong 6 #01-06/07",$0 - $9,American,3.5,1.331922,103.848506,4.5,16,0
3160,3160,Subway,"Khoo Teck Puat Hospital, 90 Yishun Central #01-01/02",$0 - $9,American,4.5,1.423975,103.838424,4.5,16,0
3161,3161,Sufood,"Raffles City Shopping Centre, 252 North Bridge Road, #02-19",$21 - $30,"Italian, Taiwanese",4.0,1.293883,103.853502,25.5,19,1
3161,3161,Sufood,"Raffles City Shopping Centre, 252 North Bridge Road, #02-19",$21 - $30,"Italian, Taiwanese",4.0,1.293883,103.853502,25.5,17,1
3163,3163,Sukhothai Kitchen Authentic Thai Cuisine - Tastebud Foodcourt,52 Queen Street,$0 - $9,Thai,3.5,1.297789,103.851757,4.5,12,0
3164,3164,Suki-Ya,"Bedok Point, 799 New Upper Changi Road #03-08/11",$31 - $50,Japanese,3.5,1.324952,103.932317,40.5,24,0
3165,3165,Suki-Ya,"Bugis+, 201 Victoria St #04-14/15",$31 - $50,Japanese,4.0,1.300152,103.856221,40.5,24,0
3166,3166,Suki-Ya,"Heartland Mall, 205 Hougang Street 21 #02-08/09",$31 - $50,Japanese,3.5,1.359422,103.885256,40.5,24,0
3167,3167,Sum Kee Food,"Yeo&#39;s Building, 2 Telok Blangah Street 31",$11 - $20,"Singaporean, Chinese",3.5,1.296679,103.84785,15.5,4,1
3167,3167,Sum Kee Food,"Yeo&#39;s Building, 2 Telok Blangah Street 31",$11 - $20,"Singaporean, Chinese",3.5,1.296679,103.84785,15.5,5,1
3168,3168,Sumire Yakitori House,"Bugis Junction, 80 Middle Road, #01-88/89",$31 - $50,Japanese,4.0,1.298508,103.855434,40.5,24,0
3169,3169,Sumiya Charcoal Grill Izakaya,"Orchard Central, 181 Orchard Road #12-02",$21 - $30,Japanese,4.0,1.300813,103.839903,25.5,24,0
3170,3170,Summer Palace,"Regent Singapore, 1 Cuscaden Road Level 3",$81 - $150,Cantonese/Hong Kong,4.0,1.304976,103.825429,115.5,6,1
3170,3170,Summer Palace,"Regent Singapore, 1 Cuscaden Road Level 3",$81 - $150,Cantonese/Hong Kong,4.0,1.304976,103.825429,115.5,7,1
3171,3171,Sumomo Okonomiyaki,44A Prinsep St #01-01,$11 - $20,Japanese,3.5,1.299536,103.849826,15.5,24,0
3172,3172,Sun with Moon Japanese Dining &amp; Caf&#233;,"The Central, 6 Eu Tong Sen St #01-70",$31 - $50,Japanese,4.5,1.28878,103.846236,40.5,24,0
3173,3173,Sun with Moon Japanese Dining &amp; Caf&#233;,"Wheelock Place, 501 Orchard Road #03-15/16/17",$21 - $30,Japanese,4.0,1.304811,103.831198,25.5,24,0
3174,3174,Sun Yang Hai Xien Tang,177 Toa Payoh Central #01,$0 - $9,"Singaporean, Chinese",3.5,1.333809,103.848612,4.5,4,1
3174,3174,Sun Yang Hai Xien Tang,177 Toa Payoh Central #01,$0 - $9,"Singaporean, Chinese",3.5,1.333809,103.848612,4.5,5,1
3176,3176,Sunday Market,22 Lim Tua Tow Road,$11 - $20,Fusion,3.5,1.354115,103.877152,15.5,21,0
3177,3177,Sungei Road Laksa - Jin Shui Kopitiam,Blk 27 Jalan Berseh #01-100,$0 - $9,Singaporean,4.0,1.365556,103.829035,4.5,4,0
3178,3178,Sunrise Bistro &amp; Bar,"Playground @ Big Splash, 902B East Coast Parkway #01-05",$11 - $20,Italian,3.5,1.297928,103.900372,15.5,19,0
3179,3179,Sun&#39;s Caf&#233;,"Hotel Grand Pacific, 101 Victoria St Level 1",$31 - $50,Multi-Cuisine,3.5,1.297398,103.852546,40.5,1,0
3180,3180,Super Loco,"60 Robertson Quay, #01-13 THE QUAYSIDE",$21 - $30,Mexican,3.5,1.290185,103.839111,25.5,35,0
3181,3181,Super Star K,75 Tanjong Pagar Road,$31 - $50,Korean,4.0,1.277971,103.843857,40.5,2,0
3182,3182,SuperTree,"Gardens By The Bay, 18 Marina Gardens Drive #03-01 (Supertree Grove)",$31 - $50,Multi-Cuisine,3.5,1.284366,103.865426,40.5,1,0
3183,3183,Supply &amp; Demand,"Esplanade Mall, 8 Raffles Avenue, #01-13",$11 - $20,Italian,4.0,1.289509,103.855511,15.5,19,0
3184,3184,Supply &amp; Demand,"Orchard Gateway, 277 Orchard Road, #02-13/14",$11 - $20,"Italian, Fusion",4.0,1.301085,103.838988,15.5,19,1
3184,3184,Supply &amp; Demand,"Orchard Gateway, 277 Orchard Road, #02-13/14",$11 - $20,"Italian, Fusion",4.0,1.301085,103.838988,15.5,21,1
3185,3185,Supreme Cuisine,"Matrix, 30 Biopolis Street, #01- 02",$11 - $20,Japanese,3.0,1.303324,103.792502,15.5,24,0
3186,3186,Suprette,"Kam Leng Hotel, 383 Jalan Besar (Lobby)",$21 - $30,American,3.5,1.313224,103.8597,25.5,16,0
3187,3187,Sushi Airways,20A Baghdad Street,$31 - $50,Japanese,4.0,1.301127,103.859811,40.5,24,0
3188,3188,Sushi Burrito,"100 AM, 100 Tras St #01-06",$11 - $20,"Mexican, Japanese, Fusion",3.5,1.274468,103.843632,15.5,35,1
3188,3188,Sushi Burrito,"100 AM, 100 Tras St #01-06",$11 - $20,"Mexican, Japanese, Fusion",3.5,1.274468,103.843632,15.5,24,1
3188,3188,Sushi Burrito,"100 AM, 100 Tras St #01-06",$11 - $20,"Mexican, Japanese, Fusion",3.5,1.274468,103.843632,15.5,21,1
3189,3189,Sushi Express,"CityLink Mall, 1 Raffles Link #B1-23",$11 - $20,Japanese,3.5,1.292364,103.854457,15.5,24,0
3190,3190,Sushi Express,"Westgate, 3 Gateway Drive #B1-26",$11 - $20,Japanese,3.5,1.334461,103.742801,15.5,24,0
3191,3191,Sushi Express,"313@Somerset, 313 Orchard Road #B3-28/29",$11 - $20,Japanese,3.5,1.301114,103.838872,15.5,24,0
3192,3192,Sushi Goshin,"Robinson Orchard, 260 Orchard Road #B1-02B",$31 - $50,Japanese,3.5,1.302352,103.837187,40.5,24,0
3193,3193,Sushi Jin,"One Farrer Hotel and Spa, 1 Farrer Park Station Road #01-11/12 (Owen Link)",$51 - $80,Japanese,3.5,1.312951,103.853971,65.5,24,0
3194,3194,Sushi Jiro,"PARKROYAL COLLECTION Marina Bay, 6 Raffles Boulevard, #04-600",$151 - $300,Japanese,3.5,1.291914,103.856261,225.5,24,0
3195,3195,Sushi Jiro,"Marina at Keppel Bay, 2 Keppel Bay Vista, #02-01",$81 - $150,Japanese,3.5,1.264079,103.812606,115.5,24,0
3196,3196,Sushi Kou,"Holiday Inn Singapore Orchard City Centre, 11 Cavenagh Road, #01-13/14",$301 - $500,Japanese,3.5,1.302313,103.841085,400.5,24,0
3197,3197,Sushi Mitsuya,60 Tras St #01-01,$81 - $150,Japanese,3.5,1.277872,103.844134,115.5,24,0
3199,3199,Sushi Tei,"Holland V Shopping Mall, 3 Lorong Liput #01-08",$21 - $30,Japanese,3.5,1.310804,103.795301,25.5,24,0
3200,3200,Sushi Tei,"JEM, 50 Jurong Gateway Road #03-18",$21 - $30,Japanese,4.0,1.333169,103.743536,25.5,24,0
3201,3201,Sushi Tei,"Paragon, 290 Orchard Road #05-05",$21 - $30,Japanese,4.0,1.303628,103.835548,25.5,24,0
3202,3202,Sushi Tei,"VivoCity, 1 Harbourfront Walk #02-152",$21 - $30,Japanese,4.0,1.263928,103.822229,25.5,24,0
3203,3203,Sushi Tei,"Thomson Plaza, 301 Upper Thomson Road",$21 - $30,Japanese,3.5,1.354815,103.830945,25.5,24,0
3204,3204,Sushi Tei,"930 Yishun Ave 2, #02-13 Northpoint Shopping Centre",$21 - $30,Japanese,3.5,1.42846,103.836099,25.5,24,0
3205,3205,Swatow Seafood Restaurant,"181 Lorong 4 Toa Payoh, #02-602",$21 - $30,"Cantonese/Hong Kong, Teochew",3.5,1.333606,103.850962,25.5,6,1
3205,3205,Swatow Seafood Restaurant,"181 Lorong 4 Toa Payoh, #02-602",$21 - $30,"Cantonese/Hong Kong, Teochew",3.5,1.333606,103.850962,25.5,7,1
3205,3205,Swatow Seafood Restaurant,"181 Lorong 4 Toa Payoh, #02-602",$21 - $30,"Cantonese/Hong Kong, Teochew",3.5,1.333606,103.850962,25.5,8,1
3207,3207,Swee Choon Dim Sum Restaurant,183-191 Jalan Besar,$0 - $9,Cantonese/Hong Kong,4.0,1.355309,103.887857,4.5,6,1
3207,3207,Swee Choon Dim Sum Restaurant,183-191 Jalan Besar,$0 - $9,Cantonese/Hong Kong,4.0,1.355309,103.887857,4.5,7,1
3208,3208,Swee Heng,"NUH Main Building 1, 5 Lower Kent Ridge Road #01-01",$0 - $9,Singaporean,3.5,1.29645,103.78285,4.5,4,0
3211,3211,Swee Satay,644 Hougang Avenue 8 #01-257,$0 - $9,Malay,4.0,1.371454,103.881279,4.5,9,0
3212,3212,Sweet Basil,"The Adelphi, 1 Coleman St #02-07",$11 - $20,Thai,3.5,1.291251,103.851217,15.5,12,0
3213,3213,Sweet Dynasty Cafeteria,29 Keong Saik Road,$11 - $20,Chinese,4.0,1.279965,103.841366,15.5,5,0
3214,3214,Sweet Musings,"The Star Vista, 1 Vista Exchange Green #02-05",$0 - $9,Fusion,3.5,1.306871,103.78857,4.5,21,0
3215,3215,Sweet Secrets,"Junction 8 Shopping Centre, 9 Bishan Place #B1-10",$0 - $9,French,3.5,1.350045,103.848304,4.5,18,0
3216,3216,Sweet Secrets*,"International Plaza, 10 Anson Road",$0 - $9,Singaporean,3.5,1.275837,103.846306,4.5,4,0
3217,3217,Sweet Talk,"Yew Tee Point, 21 Choa Chu Kang North 6 #B1-40",$0 - $9,Taiwanese,4.5,1.397199,103.74683,4.5,17,0
3218,3218,Sweet Talk,"Orchard Central, 181 Orchard Road #B1-02",$0 - $9,Taiwanese,4.0,1.300813,103.839903,4.5,17,0
3219,3219,Sweet Talk,"Tampines MRT, 20 Tampines Central 1 #01-05",$0 - $9,Taiwanese,3.0,1.36029,103.887149,4.5,17,0
3220,3220,Sweet Talk,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-07",$0 - $9,Taiwanese,3.5,1.28643,103.827693,4.5,17,0
3238,3238,Sync Korean Tapas Bar,"Serangoon Garden, 12 Maju Ave",$21 - $30,Fusion,3.5,1.364925,103.86576,25.5,21,0
3239,3239,Szechuan Court &amp; Kitchen,"Fairmont Singapore, Level 3, 80 Bras Basah Road",$31 - $50,"Sichuan, Chinese",3.5,1.294082,103.853857,40.5,37,1
3239,3239,Szechuan Court &amp; Kitchen,"Fairmont Singapore, Level 3, 80 Bras Basah Road",$31 - $50,"Sichuan, Chinese",3.5,1.294082,103.853857,40.5,5,1
3240,3240,T.G.I. Friday&#39;s,"I12 Katong, 112 East Coast Road #01-13",$11 - $20,American,3.5,1.305462,103.904652,15.5,16,0
3241,3241,Ta-Da! The Bistro,"Manulife Center, 51 Bras Basah Road, #01-03A",$31 - $50,Fusion,3.5,1.297855,103.850276,40.5,21,0
3242,3242,Taan,30 Liang Seah Street,$11 - $20,Japanese,3.5,1.298347,103.856304,15.5,24,0
3244,3244,Tablescape,"Movenpick Heritage Hotel Sentosa, 23 Beach View",$51 - $80,Fusion,3.5,1.25353,103.81951,65.5,21,0
3246,3246,Tai Ho Soon Restaurant,"61 Kampong Bahru Road, #01-01",$0 - $9,Foochow,3.5,1.27654,103.835979,4.5,46,0
3247,3247,Taipei Cafe,"Bugis Cube, 470 North Bridge Road #01-02",$11 - $20,Taiwanese,4.0,1.298162,103.855638,15.5,17,0
3248,3248,Taiwan Delight - Koufu,"Singapore Polytechnic, 500 Dover Road",$0 - $9,Taiwanese,4.0,1.308084,103.77962,4.5,17,0
3249,3249,Taiwan Mao Kong,"The Arcade, 11 Collyer Quay",$0 - $9,Singaporean,3.5,1.283614,103.852058,4.5,4,0
3250,3250,Taiwanese Cuisine - Food Fare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",$0 - $9,Teochew,3.5,1.36926,103.849189,4.5,8,0
3251,3251,Tajimaya Yakiniku,"VivoCity, 1 Harbourfront Walk #01-102/103",$31 - $50,Japanese,4.0,1.263928,103.822229,40.5,24,0
3252,3252,Tak Po,42 Smith St,$11 - $20,Cantonese/Hong Kong,3.5,1.282668,103.843647,15.5,6,1
3252,3252,Tak Po,42 Smith St,$11 - $20,Cantonese/Hong Kong,3.5,1.282668,103.843647,15.5,7,1
3253,3253,Takayama,"Downtown Gallery, 6 Shenton Way, #01-09/10",$81 - $150,Japanese,3.5,1.276904,103.848367,115.5,24,0
3254,3254,Take 2 Cafe,"Goldhill Shopping Centre, 159 Thomson Rd",$0 - $9,Malay,3.5,1.318051,103.843685,4.5,9,0
3255,3255,Takumi by Sushiro,"301 Upper Thomson Road, #01-113F Thomson Plaza",$11 - $20,Japanese,3.5,1.354669,103.83092,15.5,24,0
3256,3256,Tamako Meal,"Sembawang Hills Estate, 128 Casuarina Road",$11 - $20,Japanese,4.0,1.376836,103.82809,15.5,24,0
3257,3257,Tamarind Hill,"Labrador Park, 30 Labrador Villa Road",$81 - $150,Thai,3.5,1.267936,103.80048,115.5,12,0
3258,3258,Tamashii Robataya,"12 North Canal Road, #02-01",$31 - $50,Japanese,4.5,1.286252,103.848807,40.5,24,0
3259,3259,Tamoya Udon,"Liang Court, 177 River Valley Road #01-32",$11 - $20,Japanese,3.5,1.291667,103.844507,15.5,24,0
3260,3260,Tampopo,"Liang Court, 177 River Valley Road #01-23/24",$11 - $20,Japanese,4.0,1.291667,103.844507,15.5,24,0
3261,3261,Tandoori Corner,"Balestier Plaza, 400 Balestier Road #01-12",$0 - $9,Indian,3.5,1.325802,103.85029,4.5,20,0
3262,3262,Tangerine,"Resorts World Sentosa, 8 Sentosa Gateway (ESPA)",$51 - $80,"Singaporean Chinese, Singaporean Western",3.5,1.255696,103.820216,65.5,15,1
3262,3262,Tangerine,"Resorts World Sentosa, 8 Sentosa Gateway (ESPA)",$51 - $80,"Singaporean Chinese, Singaporean Western",3.5,1.255696,103.820216,65.5,23,1
3265,3265,Tanjong Beach Club,120 Tanjong Beach Walk,$21 - $30,American,3.5,1.243262,103.828119,25.5,16,0
3266,3266,Tanjong Rhu Pau &amp; Confectionery,Blk 72 Thomson Road #01-113,$0 - $9,Cantonese/Hong Kong,4.5,1.315959,103.845132,4.5,6,1
3266,3266,Tanjong Rhu Pau &amp; Confectionery,Blk 72 Thomson Road #01-113,$0 - $9,Cantonese/Hong Kong,4.5,1.315959,103.845132,4.5,7,1
3268,3268,Tanuki Raw,"534 National Design Centre, 111 Middle Road #01-05",$21 - $30,Japanese,3.5,1.298784,103.853532,25.5,24,0
3269,3269,Tanuki Raw,"Jewel Changi Airport, 78 Airport Boulevard, #05-202",$21 - $30,"Japanese, Fusion",3.5,1.360234,103.989709,25.5,24,1
3269,3269,Tanuki Raw,"Jewel Changi Airport, 78 Airport Boulevard, #05-202",$21 - $30,"Japanese, Fusion",3.5,1.360234,103.989709,25.5,21,1
3270,3270,Tanuki Raw,"Orchard Central, 181 Orchard Road #04-01",$21 - $30,Japanese,3.5,1.300813,103.839903,25.5,24,0
3271,3271,Tanyoto,"Liang Court, 177 River Valley Road #01-25/25A",$21 - $30,Sichuan,3.5,1.291667,103.844507,25.5,37,0
3272,3272,TAO Seafood Asia,"Asia Square Tower 2, 12 Marina View #02-10",$51 - $80,"Asian Variety, Singaporean Chinese",4.0,1.278117,103.850773,65.5,0,1
3272,3272,TAO Seafood Asia,"Asia Square Tower 2, 12 Marina View #02-10",$51 - $80,"Asian Variety, Singaporean Chinese",4.0,1.278117,103.850773,65.5,15,1
3273,3273,TAO&#39;S,"The Central, 6 Eu Tong Sen St #04-86",$21 - $30,Fusion,4.0,1.28878,103.846236,25.5,21,0
3274,3274,Tapa King - Food Junction,"Century Square, 2 Tampines Central 5 #03-12",$0 - $9,Filipino,3.5,1.352179,103.943933,4.5,49,0
3275,3275,Tapow,19 Ann Siang Hill,$0 - $9,Fusion,3.5,1.281408,103.845292,4.5,21,0
3276,3276,Taste Paradise,"ION Orchard, 2 Orchard Turn #04-07",$21 - $30,Cantonese/Hong Kong,4.0,1.304082,103.832016,25.5,6,1
3276,3276,Taste Paradise,"ION Orchard, 2 Orchard Turn #04-07",$21 - $30,Cantonese/Hong Kong,4.0,1.304082,103.832016,25.5,7,1
3277,3277,Tasty Thai Hut,"Bukit Timah Market &amp; Food Centre, 116 Upper Bukit Timah Road #02-159",$0 - $9,Thai,4.0,1.339401,103.776083,4.5,12,0
3278,3278,Tatsuya Japanese Restaurant,"Goodwood Park Hotel, 22 Scotts Road",$81 - $150,Japanese,4.5,1.308678,103.834669,115.5,24,0
3279,3279,Tawandang Microbrewery,26 Dempsey Road #01-01,$31 - $50,"German, Thai",3.5,1.305436,103.811542,40.5,38,1
3279,3279,Tawandang Microbrewery,26 Dempsey Road #01-01,$31 - $50,"German, Thai",3.5,1.305436,103.811542,40.5,12,1
3280,3280,TCC - The Connoisseur Concerto,"Anchorpoint, 370 Alexandra Road #01-07/08",$31 - $50,Multi-Cuisine,4.0,1.28871,103.805077,40.5,1,0
3281,3281,TCC - The Connoisseur Concerto,51 Circular Road,$31 - $50,Multi-Cuisine,4.0,1.28586,103.849595,40.5,1,0
3282,3282,TCC - The Connoisseur Concerto,"Bugis Junction, 200 Victoria Street #01-97",$31 - $50,Multi-Cuisine,4.0,1.298508,103.855434,40.5,1,0
3283,3283,TCC - The Connoisseur Concerto,"Millenia Walk, 9 Raffles Boulevard #01-44/45",$31 - $50,Multi-Cuisine,4.0,1.292083,103.859414,40.5,1,0
3284,3284,TCC - The Connoisseur Concerto,"Citylink Mall, 1 Raffles Link #B1-26",$31 - $50,Multi-Cuisine,4.0,1.292364,103.854457,40.5,1,0
3285,3285,TCC - The Connoisseur Concerto,"Shaw House, 350 Orchard Road Level 2 (Isetan Scotts)",$31 - $50,Multi-Cuisine,3.5,1.305589,103.83168,40.5,1,0
3286,3286,TCC - The Connoisseur Concerto,"Wisma Atria, 435 Orchard Road #02-18",$31 - $50,Multi-Cuisine,3.5,1.303704,103.833284,40.5,1,0
3287,3287,TCC - The Connoisseur Concerto,"Marina at Keppel Bay, 2 Keppel Bay Vista #02-02A",$31 - $50,Multi-Cuisine,4.0,1.264079,103.812606,40.5,1,0
3288,3288,Tea Valley,"Downtown East, Blk 1 Pasir Ris Close #01-05A",$0 - $9,Taiwanese,3.5,1.377757,103.955297,4.5,17,0
3289,3289,Teahouse - The Asian Kitchen,"Raffles City Shopping Centre, 252 North Bridge Road #B1-14/15",$0 - $9,Taiwanese,3.5,1.293883,103.853502,4.5,17,0
3292,3292,Teck Teochew Porridge,"Tin Yeang Restaurant, Blk 300 Joo Chiat Road",$0 - $9,Teochew,3.5,1.309756,103.902042,4.5,8,0
3294,3294,Tendon Kohaku - Japan Gourmet Hall SORA,"Singapore Changi Airport Terminal 2, 60 Airport Boulevard, #036-058",$11 - $20,Japanese,3.5,1.356659,103.989523,15.5,24,0
3296,3296,Teng Bespoke Japanese Vegetarian Dining,"Sunshine Plaza, 91 Bencoolen St #01-50",$31 - $50,Japanese,4.0,1.300348,103.851035,40.5,24,0
3297,3297,Tenjin,"Shaw Centre, 1 Scotts Road, #03-08",$11 - $20,Japanese,3.5,1.306359,103.831646,15.5,24,0
3298,3298,Tenkaichi,"Marina square, 6 Raffles Boulevard #03-129",$31 - $50,Japanese,3.5,1.291914,103.856261,40.5,24,0
3299,3299,Teo Chew Noodle - Kopitiam,Blk 325 Clementi Ave 5,$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.367215,103.899049,4.5,4,1
3299,3299,Teo Chew Noodle - Kopitiam,Blk 325 Clementi Ave 5,$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.367215,103.899049,4.5,8,1
3299,3299,Teo Chew Noodle - Kopitiam,Blk 325 Clementi Ave 5,$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.367215,103.899049,4.5,5,1
3300,3300,Teo Kee Mushroom Minced Pork Noodle,"Tampines Round Market and Food Centre, Blk 137 Tampines St #01-05",$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.345616,103.944627,4.5,4,1
3300,3300,Teo Kee Mushroom Minced Pork Noodle,"Tampines Round Market and Food Centre, Blk 137 Tampines St #01-05",$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.345616,103.944627,4.5,8,1
3300,3300,Teo Kee Mushroom Minced Pork Noodle,"Tampines Round Market and Food Centre, Blk 137 Tampines St #01-05",$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.345616,103.944627,4.5,5,1
3301,3301,Teochew Beef Kway Teow,"Amoy Street Food Centre, 7 Maxwell Road #01-23",$0 - $9,Teochew,3.5,1.279352,103.846666,4.5,8,0
3302,3302,Teochew Cuisine Restaurant,132 Bukit Batok West Ave 6 #01-300,$21 - $30,Teochew,3.5,1.35053,103.74574,25.5,8,0
3303,3303,Teochew Fish Ball noodle,"Amoy Street Food Centre, 7 Maxwell Road #02-130",$0 - $9,Teochew,3.5,1.279352,103.846666,4.5,8,0
3304,3304,Teochew Fishball,"Bukit Timah Market, 51 Upper Bukit Timah Road #179",$0 - $9,Teochew,3.5,1.339401,103.776083,4.5,8,0
3305,3305,Teochew Fishball Noodle,"Boon Lay Shopping Centre, 221 Boon Lay Plaza",$0 - $9,Teochew,3.5,1.346271,103.712393,4.5,8,0
3306,3306,Teochew Fishball Noodle - Soon Hong Food House,742 Tampines St 72 #01-01,$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.359676,103.933425,4.5,4,1
3306,3306,Teochew Fishball Noodle - Soon Hong Food House,742 Tampines St 72 #01-01,$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.359676,103.933425,4.5,8,1
3306,3306,Teochew Fishball Noodle - Soon Hong Food House,742 Tampines St 72 #01-01,$0 - $9,"Singaporean, Teochew, Chinese",3.5,1.359676,103.933425,4.5,5,1
3307,3307,"Teochew Hand Made Squid Ball, Pork Ball, Mixed Soup","Telok Blangah Crescent Market &amp; Food Centre, 11 Telok Blangah Crescent, #01-119",$0 - $9,Teochew,3.5,1.277384,103.818681,4.5,8,0
3308,3308,Teochew Handmade Pau,"Toa Payoh West Market &amp; Food Court, Blk 127 Lorong 1 Toa Payoh #02-02",$0 - $9,Teochew,3.5,1.340267,103.854416,4.5,8,0
3309,3309,"Teochew HandMade Sotong Ball, Pork Ball, Mixed Soup","Maxwell Food Centre, 1 Kadayanallur St #01-83",$0 - $9,Teochew,3.5,1.280489,103.844672,4.5,8,0
3310,3310,Teochew Porridge &amp; Kway Chap,"Comcentre Cafeteria, 31 Exeter Road #B1-07",$0 - $9,Teochew,3.5,1.299044,103.838162,4.5,8,0
3311,3311,Teochew Porridge &amp; Veg. Rice - Yummy Food Point,301 Ubi Ave 1,$0 - $9,Teochew,3.5,1.330827,103.901397,4.5,8,0
3312,3312,Teochew Rice &amp; Porridge,"Maxwell Food Centre, 1 Kadayanallur St #01-98",$0 - $9,Teochew,3.5,1.280489,103.844672,4.5,8,0
3313,3313,Teochew Street Mushroom Mince Meat Noodles,"Chinatown Complex Market and Food Centre, 335 Smith St #02-023",$0 - $9,Teochew,3.5,1.28236,103.843546,4.5,8,0
3314,3314,Teppan Works,42 Tras Street,$31 - $50,Japanese,3.5,1.278306,103.844246,40.5,24,0
3315,3315,Teppan-Ya,"Mandarin Oriental Singapore, 5 Raffles Avenue Level 4",$31 - $50,Japanese,3.5,1.290661,103.858324,40.5,24,0
3316,3316,Teppan-Yaki - Foodfare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",$0 - $9,Japanese,3.5,1.36926,103.849189,4.5,24,0
3317,3317,Teppanyaki - Food Junction,"Junction 8 Shopping Centre, 9 Bishan Place #04-01",$0 - $9,Japanese,3.5,1.350045,103.848304,4.5,24,0
3318,3318,Teppanyaki - Kopitiam,624 Choa Chu Kang St 62 #02-222/224,$0 - $9,Japanese,3.5,1.397987,103.746902,4.5,24,0
3319,3319,Teppanyaki - Kopitiam,"White Sands, 1 Pasir Ris Central St 3 #03-01",$0 - $9,Japanese,3.5,1.372477,103.950032,4.5,24,0
3320,3320,Teppei Japanese Restaurant,"Orchid Hotel, 1 Tras Link #01-18",$51 - $80,Japanese,4.0,1.27692,103.844093,65.5,24,0
3321,3321,Teppei Syokudo,"Takashimaya, 391 Orchard Road Basement 2",$21 - $30,Japanese,3.5,1.302521,103.83532,25.5,24,0
3322,3322,Tess Bar &amp; Kitchen,38 Seah St,$51 - $80,"Spanish, European, Fusion",3.5,1.29597,103.855075,65.5,34,1
3322,3322,Tess Bar &amp; Kitchen,38 Seah St,$51 - $80,"Spanish, European, Fusion",3.5,1.29597,103.855075,65.5,28,1
3322,3322,Tess Bar &amp; Kitchen,38 Seah St,$51 - $80,"Spanish, European, Fusion",3.5,1.29597,103.855075,65.5,21,1
3323,3323,Teuscher Chocolates of Switzerland,"Palais Renaissance, 390 Orchard Road #01-07",$21 - $30,Swiss,3.5,1.306852,103.829838,25.5,41,0
3324,3324,Texas Chicken,"Changi Airport Terminal 1, 80 Airport Boulevard #031-001B (Departure Transit Lounge)",$0 - $9,American,3.0,1.362591,103.990648,4.5,16,0
3325,3325,Texas Chicken,"Westgate, 3 Gateway Drive #B1-09",$0 - $9,American,3.5,1.334461,103.742801,4.5,16,0
3326,3326,Thai Boat Noodle,144 Bukit Timah Road #01-09,$0 - $9,Thai,3.5,1.311182,103.843478,4.5,12,0
3327,3327,Thai Hao Chi Mookata,908 Upper Thomson Road,$11 - $20,Thai,3.5,1.398459,103.818329,15.5,12,0
3328,3328,Thai Noodle House,"Coronation Arcade, 5 Coronation Road, #01-03",$11 - $20,Thai,3.5,1.323298,103.810528,15.5,12,0
3329,3329,Thai &amp; Viet Cuisine - Koufu,"Nanyang Polytechnic Blk A, 180 Ang Mo Kio Ave 8 #235",$0 - $9,Vietnamese,3.5,1.377017,103.84984,4.5,43,0
